identifier,label
cath|4_2_0|2pgnA02/189-370,Alpha Beta
cath|4_2_0|1m2kA01/1-28_76-116_163-249,Alpha Beta
cath|4_2_0|2vbfA02/188-350,Alpha Beta
cath|4_2_0|3riyB01/31-67_113-156_226-302,Alpha Beta
cath|4_2_0|1q1aA01/5-37_94-134_190-293,Alpha Beta
cath|4_2_0|2wvgA02/188-350,Alpha Beta
cath|4_2_0|2c31A02/195-353,Alpha Beta
cath|4_2_0|4y6lA01/56-89_146-186_241-355,Alpha Beta
cath|4_2_0|1ytlA00/17-174,Alpha Beta
cath|4_2_0|4kxqA01/232-266_324-362_420-510,Alpha Beta
cath|4_2_0|5ahkA02/194-361_550-565,Alpha Beta
cath|4_2_0|2uz1A02/184-363,Alpha Beta
cath|4_2_0|2ihtA02/196-359,Alpha Beta
cath|4_2_0|4l2iA02/208-340,Alpha Beta
cath|4_2_0|5ej8A02/212-337,Alpha Beta
cath|4_2_0|1ozhA02/187-340,Alpha Beta
cath|4_2_0|3u31A01/10-44_92-132_185-272,Alpha Beta
cath|4_2_0|5imsA02/281-458,Alpha Beta
cath|4_2_0|2hjhB01/211-270_323-363_451-555,Alpha Beta
cath|4_2_0|3eyaA02/178-333,Alpha Beta
cath|4_2_0|5mf6A01/26-133_190-285,Alpha Beta
cath|4_2_0|2panA02/192-358,Alpha Beta
cath|4_2_0|2x7jA02/197-378,Alpha Beta
cath|4_2_0|1ovmA02/187-356,Alpha Beta
cath|4_2_0|3lq1A02/208-380,Alpha Beta
cath|4_2_0|1ybhA02/281-453_648-667,Alpha Beta
cath|4_2_0|1e58A00/1-247,Alpha Beta
cath|4_2_0|3mbkA01/373-615,Alpha Beta
cath|4_2_0|2yn0A00/3-260,Alpha Beta
cath|4_2_0|2hhjB00/2-255,Alpha Beta
cath|4_2_0|3c7tA01/72-310,Alpha Beta
cath|4_2_0|3dcyA00/-4-264,Alpha Beta
cath|4_2_0|3ntlA01/1-19_47-130_251-388,Alpha Beta
cath|4_2_0|4ij5A00/1-211,Alpha Beta
cath|4_2_0|3f3kA00/3-263,Alpha Beta
cath|4_2_0|4aruA01/4-136_262-413,Alpha Beta
cath|4_2_0|3r7aB00/5-232,Alpha Beta
cath|4_2_0|4pzaB00/2-218,Alpha Beta
cath|4_2_0|1h2eA00/2-208,Alpha Beta
cath|4_2_0|1bifA02/247-467,Alpha Beta
cath|4_2_0|1v37A00/1-171,Alpha Beta
cath|4_2_0|2gfiA02/46-73_135-219_303-348_373-461,Alpha Beta
cath|4_2_0|3mxoB00/88-289,Alpha Beta
cath|4_2_0|4hbzA00/12-183,Alpha Beta
cath|4_2_0|2qniA01/21-213,Alpha Beta
cath|4_2_0|3it3B00/5-342,Alpha Beta
cath|4_2_0|2a6pA00/4-196,Alpha Beta
cath|4_2_0|3f2iF00/2-167,Alpha Beta
cath|4_2_0|1ujcA00/1-156,Alpha Beta
cath|4_2_0|4aruA02/137-261,Alpha Beta
cath|4_2_0|3ntlA02/20-46_131-250,Alpha Beta
cath|4_2_0|3fjyA02/189-360,Alpha Beta
cath|4_2_0|3hjgA00/2-203,Alpha Beta
cath|4_2_0|1qwoA01/52-442,Alpha Beta
cath|4_2_0|2rflH00/3-167,Alpha Beta
cath|4_2_0|1nd6A00/1-342,Alpha Beta
cath|4_2_0|4jocA00/43-417,Alpha Beta
cath|4_2_0|2wnhA00/8-406,Alpha Beta
cath|4_2_0|5cu7A00/21-425,Alpha Beta
cath|4_2_0|16pkA01/5-192,Alpha Beta
cath|4_2_0|2wzbA02/195-403,Alpha Beta
cath|4_2_0|2cunA02/188-388,Alpha Beta
cath|4_2_0|2cunA01/1-187_389-405,Alpha Beta
cath|4_2_0|4feyA02/165-378,Alpha Beta
cath|4_2_0|1fw8A01/1-128_319-415,Alpha Beta
cath|4_2_0|3lhiA00/2-231,Alpha Beta
cath|4_2_0|1vl1A00/3-220,Alpha Beta
cath|4_2_0|2bkxA00/1-242,Alpha Beta
cath|4_2_0|4tm7A00/2-244,Alpha Beta
cath|4_2_0|2o0mA00/95-341,Alpha Beta
cath|4_2_0|3kv1A00/6-262,Alpha Beta
cath|4_2_0|3efbC00/11-264,Alpha Beta
cath|4_2_0|4oqpA00/58-311,Alpha Beta
cath|4_2_0|3nzeA00/55-315,Alpha Beta
cath|4_2_0|4l4yA00/69-317,Alpha Beta
cath|4_2_0|4r9nA00/59-311,Alpha Beta
cath|4_2_0|1y89A00/2-238,Alpha Beta
cath|4_2_0|4x84B01/-5-128_201-223,Alpha Beta
cath|4_2_0|2r5fA00/59-316,Alpha Beta
cath|4_2_0|2gnpA00/56-317,Alpha Beta
cath|4_2_0|3cssA00/4-267,Alpha Beta
cath|4_2_0|5hj5A00/1-266,Alpha Beta
cath|4_2_0|1o8bB01/2-124_197-218,Alpha Beta
cath|4_2_0|1lk5A01/1-128_208-229,Alpha Beta
cath|4_2_0|4gmkA01/1-122_196-219,Alpha Beta
cath|4_2_0|3e15A00/4-297,Alpha Beta
cath|4_2_0|4oh7A02/138-292,Alpha Beta
cath|4_2_0|4oh7A01/6-137_293-307,Alpha Beta
cath|4_2_0|4a8tA02/133-296,Alpha Beta
cath|4_2_0|4a8tA01/0-132_297-312,Alpha Beta
cath|4_2_0|4h31A01/-1-137_320-333,Alpha Beta
cath|4_2_0|1ml4A02/135-292,Alpha Beta
cath|4_2_0|3csuC02/134-291,Alpha Beta
cath|4_2_0|1ml4A01/2-134_293-308,Alpha Beta
cath|4_2_0|1js1X02/150-301,Alpha Beta
cath|4_2_0|3kznA02/151-321,Alpha Beta
cath|4_2_0|4a8pF01/1-147_290-314,Alpha Beta
cath|4_2_0|4kwtA02/138-319,Alpha Beta
cath|4_2_0|1js1Y01/1-147_302-318,Alpha Beta
cath|4_2_0|3grfA02/136-308,Alpha Beta
cath|4_2_0|3r7fA01/1-126_269-291,Alpha Beta
cath|4_2_0|2ef0A01/7-136_288-301,Alpha Beta
cath|4_2_0|3r7fA02/127-268,Alpha Beta
cath|4_2_0|3q98A01/3-167_364-396,Alpha Beta
cath|4_2_0|5ilqA01/47-186_359-383,Alpha Beta
cath|4_2_0|3q98A02/168-363,Alpha Beta
cath|4_2_0|3tpfA02/127-287,Alpha Beta
cath|4_2_0|4amuA02/153-320,Alpha Beta
cath|4_2_0|4amuA01/-1-152_321-342,Alpha Beta
cath|4_2_0|2xw6A00/-1-128,Alpha Beta
cath|4_2_0|1b93B00/1-151,Alpha Beta
cath|4_2_0|1zczA01/1-156,Alpha Beta
cath|4_2_0|1c30A08/937-1073,Alpha Beta
cath|4_2_0|2yvqA00/5-1478,Alpha Beta
cath|4_2_0|1g8mA04/4-190,Alpha Beta
cath|4_2_0|4ehiA01/-12-198,Alpha Beta
cath|4_2_0|1a9xA08/937-1042,Alpha Beta
cath|4_2_0|3pkzG00/1-124,Alpha Beta
cath|4_2_0|2gm5D00/2-127,Alpha Beta
cath|4_2_0|2rslA00/1-122,Alpha Beta
cath|4_2_0|3g13B00/2-139,Alpha Beta
cath|4_2_0|3bvpB00/3-138,Alpha Beta
cath|4_2_0|3ilxA01/54-150,Alpha Beta
cath|4_2_0|4bqqA01/1-149,Alpha Beta
cath|4_2_0|3guvA00/5-155,Alpha Beta
cath|4_2_0|2mhcA00/1-120,Alpha Beta
cath|4_2_0|2h1vA01/2-147_290-310,Alpha Beta
cath|4_2_0|2h1vA02/148-289,Alpha Beta
cath|4_2_0|3hcnA02/228-370,Alpha Beta
cath|4_2_0|2xvyA01/8-121_246-269,Alpha Beta
cath|4_2_0|2jh3A01/-1-118_251-272,Alpha Beta
cath|4_2_0|2xwsA00/0-125,Alpha Beta
cath|4_2_0|3lyhB00/3-125,Alpha Beta
cath|4_2_0|2xvyA02/122-245,Alpha Beta
cath|4_2_0|3hcnA01/65-227_371-423,Alpha Beta
cath|4_2_0|2jh3A02/119-250,Alpha Beta
cath|4_2_0|4ccsA02/91-212,Alpha Beta
cath|4_2_0|4ccsA01/3-90_213-228,Alpha Beta
cath|4_2_0|4i4tB01/1-261,Alpha Beta
cath|4_2_0|2r75101/8-220,Alpha Beta
cath|4_2_0|3r4vA01/2-295,Alpha Beta
cath|4_2_0|4ei7A02/16-249,Alpha Beta
cath|4_2_0|3cb2B01/3-269,Alpha Beta
cath|4_2_0|3zbqA00/4-327,Alpha Beta
cath|4_2_0|4b46A01/1-229,Alpha Beta
cath|4_2_0|3vpaB00/12-315,Alpha Beta
cath|4_2_0|3v3tA01/1-211,Alpha Beta
cath|4_2_0|3zidB00/1-367,Alpha Beta
cath|4_2_0|3m89A00/2-404,Alpha Beta
cath|4_2_0|2btqA01/2-377,Alpha Beta
cath|4_2_0|2e85B00/-2-154,Alpha Beta
cath|4_2_0|5ijaA00/1-148,Alpha Beta
cath|4_2_0|1cfzA00/1-162,Alpha Beta
cath|4_2_0|3pu6A00/1-147,Alpha Beta
cath|4_2_0|1c8bA00/401-771,Alpha Beta
cath|4_2_0|4jj7A00/223-478,Alpha Beta
cath|4_2_0|2dkoA00/29-174,Alpha Beta
cath|4_2_0|2j32A00/29-278,Alpha Beta
cath|4_2_0|3h11A00/237-480,Alpha Beta
cath|4_2_0|1rwxA00/120-297,Alpha Beta
cath|4_2_0|3uoaB01/338-565,Alpha Beta
cath|4_2_0|3od5A00/31-291,Alpha Beta
cath|4_2_0|1pyoC00/8-168,Alpha Beta
cath|4_2_0|1cvrA02/118-348,Alpha Beta
cath|4_2_0|3p4uA00/31-175,Alpha Beta
cath|4_2_0|4d3xA00/32-292,Alpha Beta
cath|4_2_0|2fp3A01/184-449,Alpha Beta
cath|4_2_0|1nw9B00/140-416,Alpha Beta
cath|4_2_0|4m9rB00/208-500,Alpha Beta
cath|4_2_0|3e4cB00/128-404,Alpha Beta
cath|4_2_0|3bijB00/2-277,Alpha Beta
cath|4_2_0|2fqqA01/154-286,Alpha Beta
cath|4_2_0|4lwrA00/-2-193,Alpha Beta
cath|4_2_0|1rynA00/1-198,Alpha Beta
cath|4_2_0|4qt4A00/1-189,Alpha Beta
cath|4_2_0|3ondA01/-1-241_404-458,Alpha Beta
cath|4_2_0|3ce6B01/11-254_416-467,Alpha Beta
cath|4_2_0|3x2fB01/2-176_337-388,Alpha Beta
cath|4_2_0|4r2xD00/1-251,Alpha Beta
cath|4_2_0|4rj2A00/1-237,Alpha Beta
cath|4_2_0|5b7gA00/27-275,Alpha Beta
cath|4_2_0|4oy3A00/1-230,Alpha Beta
cath|4_2_0|4wkbA00/1-237,Alpha Beta
cath|4_2_0|2h8gA00/22-267,Alpha Beta
cath|4_2_0|2a8yA00/1-270,Alpha Beta
cath|4_2_0|4g41A00/-4-231,Alpha Beta
cath|4_2_0|4ns1C00/17-288,Alpha Beta
cath|4_2_0|3qpbF00/7-257,Alpha Beta
cath|4_2_0|1g2oA00/7-268,Alpha Beta
cath|4_2_0|3odgA00/13-285,Alpha Beta
cath|4_2_0|1je0C00/3-236,Alpha Beta
cath|4_2_0|4mchA00/-4-242,Alpha Beta
cath|4_2_0|4l0mA00/2-237,Alpha Beta
cath|4_2_0|3mb8A00/3-250,Alpha Beta
cath|4_2_0|4qasA00/0-196,Alpha Beta
cath|4_2_0|3p0fA00/22-314,Alpha Beta
cath|4_2_0|3bjeA01/30-341,Alpha Beta
cath|4_2_0|3ozbA00/15-258,Alpha Beta
cath|4_2_0|2guwC02/174-467,Alpha Beta
cath|4_2_0|1ybfA00/5-250,Alpha Beta
cath|4_2_0|4pr3A00/-3-209,Alpha Beta
cath|4_2_0|3bmxA02/420-642,Alpha Beta
cath|4_2_0|1x38A02/374-602,Alpha Beta
cath|4_2_0|4i3gA02/356-444_552-655_705-714,Alpha Beta
cath|4_2_0|4zocA02/360-606,Alpha Beta
cath|4_2_0|3rrxA02/382-610,Alpha Beta
cath|4_2_0|4iibA02/385-656,Alpha Beta
cath|4_2_0|2x41A02/320-602,Alpha Beta
cath|4_2_0|1m0wA04/189-322,Alpha Beta
cath|4_2_0|2wyoA04/200-353,Alpha Beta
cath|4_2_0|1hfeL01/2-29_82-148_201-289_381-397,Alpha Beta
cath|4_2_0|3lx4A01/25-90_153-231_379-411,Alpha Beta
cath|4_2_0|5a71A00/1-316,Alpha Beta
cath|4_2_0|1ys1X00/1-320,Alpha Beta
cath|4_2_0|1qlwA00/5-322,Alpha Beta
cath|4_2_0|1mj5A00/2-299,Alpha Beta
cath|4_2_0|3g9xA00/4-297,Alpha Beta
cath|4_2_0|3r41A00/-1-300,Alpha Beta
cath|4_2_0|1b6gA00/1-310,Alpha Beta
cath|4_2_0|1lzlA00/2-318,Alpha Beta
cath|4_2_0|2x5xA00/1-342,Alpha Beta
cath|4_2_0|2z8xA01/2-326,Alpha Beta
cath|4_2_0|4uhcA00/2-279,Alpha Beta
cath|4_2_0|1l7aA00/1-318,Alpha Beta
cath|4_2_0|2o7rA00/18-328,Alpha Beta
cath|4_2_0|4g9eA00/2-276,Alpha Beta
cath|4_2_0|3wwcA00/18-352,Alpha Beta
cath|4_2_0|5esrA00/1-308,Alpha Beta
cath|4_2_0|2bklA01/2-69_408-678,Alpha Beta
cath|4_2_0|4ob7A00/0-318,Alpha Beta
cath|4_2_0|3wj1A00/2-305,Alpha Beta
cath|4_2_0|4f0jA00/22-333,Alpha Beta
cath|4_2_0|3pe6A00/7-295,Alpha Beta
cath|4_2_0|4q34A00/21-341,Alpha Beta
cath|4_2_0|5kwiA00/0-282,Alpha Beta
cath|4_2_0|4e15B00/-2-300,Alpha Beta
cath|4_2_0|4eziA01/32-232_327-402,Alpha Beta
cath|4_2_0|1q0rA00/2-298,Alpha Beta
cath|4_2_0|1uwcA00/1-261,Alpha Beta
cath|4_2_0|4hvtA01/20-69_440-710,Alpha Beta
cath|4_2_0|3w06A00/2-268,Alpha Beta
cath|4_2_0|3c6xA00/2-257,Alpha Beta
cath|4_2_0|4dm7A01/33-316,Alpha Beta
cath|4_2_0|4n5hX00/1-315,Alpha Beta
cath|4_2_0|3bf7A00/1-255,Alpha Beta
cath|4_2_0|4q3oA00/31-347,Alpha Beta
cath|4_2_0|4j7aA00/8-362,Alpha Beta
cath|4_2_0|1gklA00/803-1085,Alpha Beta
cath|4_2_0|4b6gA00/-7-275,Alpha Beta
cath|4_2_0|3ga7A00/4-321,Alpha Beta
cath|4_2_0|4uhbA00/2-322,Alpha Beta
cath|4_2_0|5bovB00/37-338,Alpha Beta
cath|4_2_0|3wj2B00/5-308,Alpha Beta
cath|4_2_0|5ai0A03/237-548,Alpha Beta
cath|4_2_0|4fkbA00/2-388,Alpha Beta
cath|4_2_0|4h18A00/30-364,Alpha Beta
cath|4_2_0|4x00A00/11-283,Alpha Beta
cath|4_2_0|3eblA00/15-353,Alpha Beta
cath|4_2_0|3uueA00/26-304,Alpha Beta
cath|4_2_0|3o0dA00/1-301,Alpha Beta
cath|4_2_0|3tejA00/968-1293,Alpha Beta
cath|4_2_0|1bu8A01/1-337,Alpha Beta
cath|4_2_0|5efzC00/10-348,Alpha Beta
cath|4_2_0|1brtA00/1-277,Alpha Beta
cath|4_2_0|4opmA00/0-323,Alpha Beta
cath|4_2_0|3g7nB00/1-257,Alpha Beta
cath|4_2_0|2pujA00/4-286,Alpha Beta
cath|4_2_0|4g4gA00/31-397,Alpha Beta
cath|4_2_0|3d59A00/54-425,Alpha Beta
cath|4_2_0|3rm3A00/1-249,Alpha Beta
cath|4_2_0|3bwxA00/0-284,Alpha Beta
cath|4_2_0|5jd5B00/4-321,Alpha Beta
cath|4_2_0|5ao9A00/1-283,Alpha Beta
cath|4_2_0|5a62A00/2-273,Alpha Beta
cath|4_2_0|4cg1A00/1-263,Alpha Beta
cath|4_2_0|3wi7A00/6-296,Alpha Beta
cath|4_2_0|4pw0A00/6-280,Alpha Beta
cath|4_2_0|5cw2A00/3-321,Alpha Beta
cath|4_2_0|2y6uA01/3-354,Alpha Beta
cath|4_2_0|5cxxB00/1-274,Alpha Beta
cath|4_2_0|2rauA00/2-353,Alpha Beta
cath|4_2_0|4a5sB01/40-51_506-773,Alpha Beta
cath|4_2_0|3g02B00/3-396,Alpha Beta
cath|4_2_0|4inzA00/2-287,Alpha Beta
cath|4_2_0|5frdA00/1-256,Alpha Beta
cath|4_2_0|3qitB00/-1-283,Alpha Beta
cath|4_2_0|4y7dA00/11-299,Alpha Beta
cath|4_2_0|1zoiA00/2-276,Alpha Beta
cath|4_2_0|1g66A00/1-207,Alpha Beta
cath|4_2_0|4mydA00/1-252,Alpha Beta
cath|4_2_0|4i3fA00/0-282,Alpha Beta
cath|4_2_0|2xe4A01/10-96_449-730,Alpha Beta
cath|4_2_0|3qyjA00/1-291,Alpha Beta
cath|4_2_0|4c89C00/-1-337,Alpha Beta
cath|4_2_0|1iupA00/3-273,Alpha Beta
cath|4_2_0|1mtzA00/4-293,Alpha Beta
cath|4_2_0|4ccwA00/9-293,Alpha Beta
cath|4_2_0|3r0vA00/2-258,Alpha Beta
cath|4_2_0|3nwoA00/8-306,Alpha Beta
cath|4_2_0|3qpaA00/16-212,Alpha Beta
cath|4_2_0|3fcyA00/4-320,Alpha Beta
cath|4_2_0|2qmqA00/-3-313,Alpha Beta
cath|4_2_0|5ch8A00/1-270,Alpha Beta
cath|4_2_0|3fakA00/1-297,Alpha Beta
cath|4_2_0|4hxfB02/352-618,Alpha Beta
cath|4_2_0|3d0kB00/2-296,Alpha Beta
cath|4_2_0|5c8zA00/2-267,Alpha Beta
cath|4_2_0|2qruA00/1-272,Alpha Beta
cath|4_2_0|1wm1A00/4-316,Alpha Beta
cath|4_2_0|2gzsA00/41-305,Alpha Beta
cath|4_2_0|3guuA01/11-215_312-441,Alpha Beta
cath|4_2_0|4pscA00/31-250,Alpha Beta
cath|4_2_0|4qa9A00/-2-385,Alpha Beta
cath|4_2_0|1lnsA02/166-213_239-372_448-548_640-677,Alpha Beta
cath|4_2_0|2hfkA00/9-292,Alpha Beta
cath|4_2_0|3i2kA01/2-145_241-348,Alpha Beta
cath|4_2_0|4ebbA01/28-196_332-358_373-477,Alpha Beta
cath|4_2_0|3gffA00/10-328,Alpha Beta
cath|4_2_0|4wy8B00/3-326,Alpha Beta
cath|4_2_0|2czqA00/1-205,Alpha Beta
cath|4_2_0|2b9vA01/50-238_316-432,Alpha Beta
cath|4_2_0|4nmwA00/3-256,Alpha Beta
cath|4_2_0|4rgyA00/0-262,Alpha Beta
cath|4_2_0|3vvmA01/1-178_287-374,Alpha Beta
cath|4_2_0|3e0xA00/-2-242,Alpha Beta
cath|4_2_0|3ilsA00/1845-2109,Alpha Beta
cath|4_2_0|3c5vA00/39-376,Alpha Beta
cath|4_2_0|2oryA00/2-340,Alpha Beta
cath|4_2_0|3h2gA01/2-210_319-397,Alpha Beta
cath|4_2_0|1zi8A00/1-233,Alpha Beta
cath|4_2_0|3pfbA00/-5-244,Alpha Beta
cath|4_2_0|2wtmA00/-1-248,Alpha Beta
cath|4_2_0|3styB00/7-265,Alpha Beta
cath|4_2_0|2vatL00/7-382,Alpha Beta
cath|4_2_0|4rncA00/1-281,Alpha Beta
cath|4_2_0|3bxpB00/0-273,Alpha Beta
cath|4_2_0|3d7rA00/9-304,Alpha Beta
cath|4_2_0|1thtA00/4-305,Alpha Beta
cath|4_2_0|3iiiA01/14-199_252-353,Alpha Beta
cath|4_2_0|4q3kB00/-2-239,Alpha Beta
cath|4_2_0|3hssA00/-12-261,Alpha Beta
cath|4_2_0|2b61A01/2-172_277-358,Alpha Beta
cath|4_2_0|5cmlA00/1-253,Alpha Beta
cath|4_2_0|4l0cA00/2-255,Alpha Beta
cath|4_2_0|3h04A00/3-274,Alpha Beta
cath|4_2_0|3azoA02/380-662,Alpha Beta
cath|4_2_0|3dkrA00/3-243,Alpha Beta
cath|4_2_0|1jjfA00/30-284,Alpha Beta
cath|4_2_0|5h3hB00/1-269,Alpha Beta
cath|4_2_0|2ocgA00/21-274,Alpha Beta
cath|4_2_0|3lcrB00/3-280,Alpha Beta
cath|4_2_0|1tqhA00/6-247,Alpha Beta
cath|4_2_0|1fj2A00/-5-224,Alpha Beta
cath|4_2_0|3o4hA02/322-581,Alpha Beta
cath|4_2_0|2fx5A00/1-258,Alpha Beta
cath|4_2_0|3g8yA00/0-414,Alpha Beta
cath|4_2_0|4qloA00/3-329,Alpha Beta
cath|4_2_0|3tglA00/5-269,Alpha Beta
cath|4_2_0|4lxhA00/1-276,Alpha Beta
cath|4_2_0|4ci9A00/-1-453,Alpha Beta
cath|4_2_0|1ufoA00/2-238,Alpha Beta
cath|4_2_0|1ehyA00/2-294,Alpha Beta
cath|4_2_0|4ao8A00/5-247,Alpha Beta
cath|4_2_0|2xmzA00/1-266,Alpha Beta
cath|4_2_0|2qm0B01/14-272,Alpha Beta
cath|4_2_0|3qvmB00/0-279,Alpha Beta
cath|4_2_0|3llcA00/6-266,Alpha Beta
cath|4_2_0|4l9aA00/3-275,Alpha Beta
cath|4_2_0|3c8dB02/145-398,Alpha Beta
cath|4_2_0|4zi5A00/-1-237,Alpha Beta
cath|4_2_0|2q0xA01/15-301,Alpha Beta
cath|4_2_0|1vkhA00/-1-261,Alpha Beta
cath|4_2_0|1ycdB00/4-241,Alpha Beta
cath|4_2_0|2yysA00/1-284,Alpha Beta
cath|4_2_0|3ds8A00/2-254,Alpha Beta
cath|4_2_0|3flbA00/5-249,Alpha Beta
cath|4_2_0|2xuaA00/5-264,Alpha Beta
cath|4_2_0|4zwnB00/1-311,Alpha Beta
cath|4_2_0|2i3dB00/2-220,Alpha Beta
cath|4_2_0|3f67A00/-1-238,Alpha Beta
cath|4_2_0|3fsgA00/2-267,Alpha Beta
cath|4_2_0|3hlkB02/193-472,Alpha Beta
cath|4_2_0|4psuA00/4-292,Alpha Beta
cath|4_2_0|2pblA01/19-261,Alpha Beta
cath|4_2_0|2z3zA02/477-732,Alpha Beta
cath|4_2_0|2fukA00/3-220,Alpha Beta
cath|4_2_0|4ns4A00/3-314,Alpha Beta
cath|4_2_0|5dwdB00/-7-219,Alpha Beta
cath|4_2_0|1whtA00/-5-248,Alpha Beta
cath|4_2_0|4az3A00/0-258,Alpha Beta
cath|4_2_0|1ei9A00/28-306,Alpha Beta
cath|4_2_0|4i4cB00/18-415,Alpha Beta
cath|4_2_0|3oosA01/0-132_189-277,Alpha Beta
cath|4_2_0|5ctaA00/3-181,Alpha Beta
cath|4_2_0|3bdiA00/0-206,Alpha Beta
cath|4_2_0|3v48A00/-1-266,Alpha Beta
cath|4_2_0|3lp5A00/0-249,Alpha Beta
cath|4_2_0|3i1iB01/2-287_288-372,Alpha Beta
cath|4_2_0|3u0vA00/9-230,Alpha Beta
cath|4_2_0|4qnnA00/3-299,Alpha Beta
cath|4_2_0|1qgeD00/1-219,Alpha Beta
cath|4_2_0|4q82A00/57-292,Alpha Beta
cath|4_2_0|4oseB00/0-290,Alpha Beta
cath|4_2_0|4h0cA00/-2-207,Alpha Beta
cath|4_2_0|2jbwA02/111-367,Alpha Beta
cath|4_2_0|1cpyA01/1-180_253-421,Alpha Beta
cath|4_2_0|3kxpA00/11-278,Alpha Beta
cath|4_2_0|2zyrA01/21-237,Alpha Beta
cath|4_2_0|3wydA00/304-502,Alpha Beta
cath|4_2_0|4qlaB00/33-456,Alpha Beta
cath|4_2_0|1auoA00/1-218,Alpha Beta
cath|4_2_0|2qjwA00/0-175,Alpha Beta
cath|4_2_0|3tjmA01/2218-2342_2433-2500,Alpha Beta
cath|4_2_0|3b5eB00/3-215,Alpha Beta
cath|4_2_0|3fleA00/44-288,Alpha Beta
cath|4_2_0|4zv9A00/-2-294,Alpha Beta
cath|4_2_0|3fnbA02/133-399,Alpha Beta
cath|4_2_0|4rpcA00/9-258,Alpha Beta
cath|4_2_0|3bjrA00/-2-264,Alpha Beta
cath|4_2_0|2hdwA01/47-205_297-367,Alpha Beta
cath|4_2_0|4j0cA00/0-469,Alpha Beta
cath|4_2_0|1qe3A00/2-484,Alpha Beta
cath|4_2_0|2o2gA00/7-222,Alpha Beta
cath|4_2_0|4x90A01/4-16_83-199_284-303_325-379,Alpha Beta
cath|4_2_0|3bdvA00/0-190,Alpha Beta
cath|4_2_0|3og9A00/1-206,Alpha Beta
cath|4_2_0|2qs9A00/3-194,Alpha Beta
cath|4_2_0|4m0mA01/10-328_627-737,Alpha Beta
cath|4_2_0|4cfsA01/3-130_201-275,Alpha Beta
cath|4_2_0|1uxoA00/2-187,Alpha Beta
cath|4_2_0|3p2mA00/38-329,Alpha Beta
cath|4_2_0|1k8qA00/1-377,Alpha Beta
cath|4_2_0|1jmkC01/2-111_167-228,Alpha Beta
cath|4_2_0|1pjaA00/35-302,Alpha Beta
cath|4_2_0|5egnA00/2-261,Alpha Beta
cath|4_2_0|3hc7A01/2-175_238-253,Alpha Beta
cath|4_2_0|4w9rB01/19-285,Alpha Beta
cath|4_2_0|1imjA00/2-209,Alpha Beta
cath|4_2_0|4q3lB00/-3-276,Alpha Beta
cath|4_2_0|3dohA02/156-395,Alpha Beta
cath|4_2_0|4fleA00/3-197,Alpha Beta
cath|4_2_0|2hihB00/7-392,Alpha Beta
cath|4_2_0|3ajaB00/71-334,Alpha Beta
cath|4_2_0|5jd6A00/3-254,Alpha Beta
cath|4_2_0|1llfA00/1-534,Alpha Beta
cath|4_2_0|5a7gA00/21-552,Alpha Beta
cath|4_2_0|1xfdA02/591-849,Alpha Beta
cath|4_2_0|5hk8A00/10-260,Alpha Beta
cath|4_2_0|2vsqA08/1042-1273,Alpha Beta
cath|4_2_0|5a2gA00/2-502,Alpha Beta
cath|4_2_0|2bceA00/1-579,Alpha Beta
cath|4_2_0|2r8bA00/43-246,Alpha Beta
cath|4_2_0|3ksrA02/28-243,Alpha Beta
cath|4_2_0|4xjvA00/25-265,Alpha Beta
cath|4_2_0|1ea5A00/4-535,Alpha Beta
cath|4_2_0|3hxkA00/15-270,Alpha Beta
cath|4_2_0|2h1iA00/-9-202,Alpha Beta
cath|4_2_0|5ch5A00/5-570,Alpha Beta
cath|4_2_0|1ac5A00/1-483,Alpha Beta
cath|4_2_0|1ukcB00/26-538,Alpha Beta
cath|4_2_0|3bixA00/52-642,Alpha Beta
cath|4_2_0|2fj0A01/28-563,Alpha Beta
cath|4_2_0|2roqA02/98-343,Alpha Beta
cath|4_2_0|2k2qB00/1-242,Alpha Beta
cath|4_2_0|5hqtA01/1-103_216-235,Alpha Beta
cath|4_2_0|3s81D01/1-105_215-233,Alpha Beta
cath|4_2_0|2dwuA02/99-211,Alpha Beta
cath|4_2_0|5hqtA02/104-215,Alpha Beta
cath|4_2_0|2jfzA02/92-209,Alpha Beta
cath|4_2_0|2jfzB01/1-91_210-255,Alpha Beta
cath|4_2_0|5evcA02/106-214,Alpha Beta
cath|4_2_0|3outA02/97-204,Alpha Beta
cath|4_2_0|2jfnA02/114-227,Alpha Beta
cath|4_2_0|1zuwB01/2-95_209-266,Alpha Beta
cath|4_2_0|1jflA02/105-213,Alpha Beta
cath|4_2_0|3outA01/2-96_205-265,Alpha Beta
cath|4_2_0|2eq5B01/3-101_203-218,Alpha Beta
cath|4_2_0|2jfnA01/20-113_228-285,Alpha Beta
cath|4_2_0|5ijwA01/-1-97_210-270,Alpha Beta
cath|4_2_0|2zskA01/1-101_212-226,Alpha Beta
cath|4_2_0|2eq5A02/102-202,Alpha Beta
cath|4_2_0|2dgdA01/2-93,Alpha Beta
cath|4_2_0|4bx8B02/144-242_460-596,Alpha Beta
cath|4_2_0|4ccaA02/135-245_477-593,Alpha Beta
cath|4_2_0|2xheA02/130-237_477-617,Alpha Beta
cath|4_2_0|1mqsA02/163-276_557-662,Alpha Beta
cath|4_2_0|3wisA00/12-191,Alpha Beta
cath|4_2_0|4zavA00/1-208,Alpha Beta
cath|4_2_0|1sbzD00/2-185,Alpha Beta
